name,company,city,salary,exp,edu,details
C++软件工程师,爱瑞思,深圳,5-6K,应届生,本科,"1.计算机或相关专业大学本科或者以上学历，可接受优秀应届毕业生。 
2.精通C、C++、VC，一年以上开发经验优先。 
3.了解COM、ALT/ActiveX 控件开发或firfox的控件开发优先。 
4.熟悉MFC/STL/BOOST。 
5.熟悉多线程编程，熟悉HTML DOM及XML处理
                            "
高级C++工程师（基础框架方向）,vivo,深圳,30-60K,3-5年,本科,"工作职责：
1、负责中间件、公共组件库的设计与开发，如日志、配置中心、rabbitmq、mysql、redis、RPC等框架
2、负责tars二次开发与优化，解决java应用与C++交互融合问题
3、负责计算框架mpi、tensorflow的研究与优化，不断提升性能与稳定性，支撑高效地算法模型训练
4、负责相关开发框架、组件的文档建设，支持用户快速接入
岗位要求：
1、全日制大学本科，5年以上linux下C++开发经验
2、精通liunx c++，熟悉掌握多线程/多进程、网络编程、常见RPC框架、设计模式、gdb调试等技术
3、对开发组件、框架有设计、开发经验的优先
4、具备良好的编码习惯，对代码的交付要求高
                            "
c++开发工程师,松茂科技,深圳,10-15K,3-5年,本科,"你的职责是什么？
1、负责对旧项目的维护和优化；
2、开发ManagerAPI，ServerAPI相关项目；
3、优化网络模型，提供高并发场景下的解决方案；
4、书写完善的说明文档、接口文档。
你需要什么技能/资格？
1、计算机相关专业、本科及以上学历；
2、熟悉C/C++语言，有一年及以上C/C++软件的设计、开发经验
3、精通网络编程，对TCP/IP协议有深刻理解，熟悉常用网络协议以及通信原理
4、熟悉win32编程，熟悉MFC，能够熟练的使用STL；
5、熟悉SQL，熟悉Orcale、DB2、SQLSERVER、Mysql数据库应用开发中至少一个
6、有多线程和高并发相关开发经验的优先；
7、了解linux/Unix常用操作命令，了解shell；
8、熟悉软件技术文档的编写，具备良好的文档编制习惯和代码书写规范；
9、具有高度的责任感，工作积极主动、学习能力强、善于总结，有规范化文档编写良好习惯。
加分项
1、有MetaTrader相关开发经验的优先；
2、有金融行业开发经验的优先；
3、熟悉python等其余后端语言的优先。
                            "
高级C++ 开发工程师（深圳、长沙、西安）,道通科技,深圳,16-30K,3-5年,本科,"岗位职责：
1、根据诊断软件研发设计工作计划及任务分工，开展软件研发编码工作，并进行调试优化(VC,VS环境)；
2、参与诊断软件的迭代升级工作，提出改进建议和方案；
3、分析诊断软件业务逻辑，编写软件研发设计的协议文档；
4、及时解决研发过程中的技术问题。
岗位要求：
1、计算机科学、计算机工程或电子信息工程或相关专业本科以上学历，5年以上C++开发工作经验；
2、精通C、C++语言，熟悉VC编程环境，具有一定的GUI编程经验；
3、对汽车诊断协议或其它通讯协议有一定了解者优先；有逆向经验且条件特别优秀的非汽车行业人员亦可；
4、具有较强的逻辑思维能力，能独力解决作中的问题和难点；
5、有较好地团队合作和吃苦耐劳的精神，能承受较强的工作压力，虚心好学。
西安分公司办公地址：西安市高新区摩尔中心
                            "
PCG10-搜索C++后台开发工程师,腾讯,深圳,25-50K·14薪,3-5年,本科,"岗位职责： 
负责浏览器搜索中心业务服务的后台开发工作，通过对业务架构的合理设计与实现支持业务需求的快速实现，支持业务的高速发展； 系统分析搜索质量，针对性的提出优化策略与方法并实施，对优化效果负责；
岗位要求： 
精通C/C++编程，熟悉Linux平台、shell脚本，对数据结构和算法设计有较为深刻的理解； 熟悉多线程/多进程程序开发，对异步、并发技术有深入理解； 熟悉TCP/IP HTTP等网络协议，具备海量服务器开发经验者优先； 本科及以上相关专业学历，2年及以上工作经验； 具有良好的沟通能力，团队合作能力，自我管理能力，较强的抗压能力。
                            "
C++开发工程师,碳链股份,深圳,11-20K,1-3年,本科,"岗位职责：
1、负责开发公司C/S软件新需求，包括客户端和服务器端程序；
2、负责维护公司C/S软件系统；
3、编写相应的软件技术文档。
任职条件：
1、计算机软件相关专业，2年以上工作经验；
2、精通C/C++编程语言，有良好的面向对象编程思想；
3、熟练使用vs进行高效编码、调试，熟练使用QT，STL库程序，熟悉网络和数据库编程，熟悉Microsoft SQL server；
4、参与过2个以上的项目，在项目团队中承担过主要开发工作；
5、公司项目为交易系统，CTP/SP期货交易接口优先，熟悉通达信/同花顺股票接口优先；
6、具备良好的编码、文档习惯，结构清晰，命名规范；
7、有良好的团队沟通协调能力，沟通表达能力较强。
                            "
C++,深圳凤凌,深圳,10-14K,3-5年,本科,"编写图像算法，熟悉c++，c语言，qt框架
要求:
1.数学基础较好。
2.较好的沟通能力
3.态度端正
                            "
搜索广告-高级C++搜索工程师(Linux),OPPO,深圳,20-40K,3-5年,本科,"工作职责：
1.OPPO搜索广告业务后台开发；
2.共建搜索广告技术框架；
3.深度参与业务规划，讨论并提出有建设性的意见。
任职要求：
1.计算机相关专业本科或以上学历；
2.精通C/C++编程技术，对Stl、模板编程熟悉；
3.精通Linux多线程模型编程，高性能网络编程，熟悉HTTP、TCP/UDP协议；
4.熟悉缓存，分布式、消息中间件等核心技术；
5.熟悉搜索相关知识点，对索引优化有一定见解；
6.熟悉MySql数据库，对Sql优化有一定的经验；
7.专注于技术，精益求精，密切关注业界的最新技术发展动态；
8.有激情、愿意分享，自驱能力强，良好的沟通能力，较强的结果导向意识和抗压能力。
9.有广告或者搜索开发经验者优先。
                            "
高级C++工程师（算法计算框架方向）,vivo,深圳,30-60K,3-5年,本科,"工作职责：
1、负责算法计算框架MPI，TensorFlow框架的预研与训练效率、性能调优
2、负责算法训练平台底层计算模块的架构优化，目标提升算法模型训练的效率与稳定性
岗位要求：
1、全日制大学本科，全日制大学本科，算法经验不限
2、5年以上linux下C++开发经验，精通liunx c++
3、熟悉并行计算，有使用过MPI、TensorFlow等框架的优先
4、有算法工程、推荐系统相关系统架构设计与开发经验的、熟悉算法训练平台工程架构设计的优先
                            "
PCG10-搜索C++后台开发工程师,腾讯,深圳,20-40K,3-5年,本科,"岗位职责：	
负责浏览器搜索中心业务服务的后台开发工作，通过对业务架构的合理设计与实现支持业务需求的快速实现，支持业务的高速发展； 系统分析搜索质量，针对性的提出优化策略与方法并实施，对优化效果负责；
岗位要求：	
精通C/C++编程，熟悉Linux平台、shell脚本，对数据结构和算法设计有较为深刻的理解； 熟悉多线程/多进程程序开发，对异步、并发技术有深入理解； 熟悉TCP/IP HTTP等网络协议，具备海量服务器开发经验者优先； 本科及以上相关专业学历，2年及以上工作经验； 具有良好的沟通能力，团队合作能力，自我管理能力，较强的抗压能力。
                            "
C++,益玩网络,深圳,6-12K,经验不限,大专,"1.熟悉C++，熟练运用VC++开发和调试 
2.熟悉STL模板，熟悉常用算法 
3.有数据库和网络编程经验，熟悉TCP/IP协议 
4.熟悉多线程编程 
5.有多人在线类服务器程序开发经验者优先考虑
                            "
C++开发工程师,新类型科技,深圳,12-20K,3-5年,本科,"任职要求
1、本科以上学历，熟悉面向对象的程序设计与开发，熟悉软件开发流程;
2、精通C++程序设计,有三到五年C++开发经验，熟悉STL编程;
3、熟悉C++客户端开发;熟悉Qt开发框架者优先;
4、熟悉多线程编程，熟悉Socket网络编程和TCP/UDP协议;
5、掌握Python或JavaScript等至少一门脚本语言;
6、能够编写SQL语句;熟悉MySQL、Redis、SQLite等数据库者优先;
7、有金融交易平台客户端开发经验的优先;
8、良好的编程习惯，工作认真负责，积极主动，学习能力强;
                            "
多媒体开发工程师（C++）,爱奇艺,深圳,20-35K·14薪,5-10年,本科,"职位描述：
1. 播放功能需求及相关业务逻辑开发和持续优化
2. 解决项目对接、设备适配相关问题
3. 多媒体播放相关技术难题攻坚和新技术调研
职位要求：
1. 计算机及相关专业硕士以上学历，5年以上工作经验
2. 精通C/C++开发语言，熟悉Java，掌握JNI
3. 熟悉MediaPlayer播放流程和MediaCodec编解码组件
4. 熟悉FFmepg编解码库，有Android多媒体框架和播放器开发和项目经验者优先
5. 具有较强的分析和解决问题能力、学习能力，强烈的进取心和创新意识
6. 具有良好的协调和沟通能力、团队合作精神和敬业精神，抗压能力强
温馨提醒：
如果 7 天内您没有收到爱奇艺的面试邀请，那么目前我们不会安排您参加后续的面试环节，感谢您的理解和对爱奇艺的关注与认可。
                            "
游戏c++服务器,智诚互动,深圳,15-25K,1-3年,本科,"岗位职责 1、负责游戏服务器端的设计和编程。 任职要求 1、大专及以上学历，计算机或软件相关专业； 2、3年以上游戏c++后端经验，经历完整项目；3、精通C/C++，熟悉Lua、Python、Perl等脚本语言； 4、精通Windows环境，精通数据结构与算法、Socket编程、多线程编程等； 5、精通至少一种常用数据库，如：MySQL、SQL&nbsp;Server、Oracle等的设计、开发与优化； 6、有棋牌类游戏开发经验优先考虑。
                            "
windows c/c++开发工程师,深信服科技,深圳,12-24K·16薪,经验不限,本科,"岗位职责：
负责网络安全产品Windows系统应用开发。
岗位要求：
1、本科及以上学历，1年及以上相关工作经验；
2、擅长 C/C++，熟悉 Windows Platform SDK开发和网络编程技术；
3、熟悉进程、线程、内存、IO等相关系统开发、原理及机制；
4、熟悉 Windows PE结构、EXE/DLL执行加载流程；
5、熟悉HOOK技术，优秀的优化、调试和解决问题的能力，逻辑思维清晰严谨；
6、熟悉Windows平台安全分析、擅长二进制分析者优先；
7、对于经验更丰富、能力更强、有相关领域研发经验者，将会以更高级别招聘入职。
最神秘、最酷炫、最有前（钱）景的网络安全行业；
加入我们，来一场与黑客博奕、和病毒对抗的激战；
                            "
业务架构（C++）,追一科技,深圳,30-60K,5-10年,本科,"岗位职责：
1. 与业务沟通需求，并制定智能化解决方案；
2. 负责智能服务系统对外接口、相关数据服务的设计与实现；
3. 调研相关行业，主动挖掘行业需求，制定行业接入AI标准
岗位要求：
1. 全日制本科毕业及以上；
2. 积极进取、诚实正直、责任心强，有较好的沟通能力；
3. 熟悉Linux操作系统，熟悉常用系统命令，能进行日志分析、网络问题定位。
4. 有扎实的编程功底和良好的编程习惯，5年以上Unix/Linux下C++开发经验；
5. 熟悉python或shell脚本语言优先；
6. 熟悉tcp/ip/http协议、了解多进程、多线程编程，及进程间通信；
7. 能接受出差，进行客户现场沟通、调试。指导客户进行机器人使用和对接。
                            "
通信软件工程师（C++）,富士康,深圳,13-26K,1-3年,本科,"工作地点：
深圳南山/深圳龙华/台湾新竹
工作职责：
- 无线通信应用软件开发，实现无线通信业务逻辑；
- 提供API或SDK供其它软件使用。
基本要求：
- 通信、计算机相关专业本科及以上学历；
- 熟练使用C/C++编程。
加分：
- 熟悉任何一种无线协议（例如WiFi、Bluetooth、Zigbee、LTE）；
- 熟悉Linux系统下驱动开发；
- 会Python。
                            "
C/C++开发工程师,捷视飞通,深圳,12-18K·14薪,3-5年,本科,"岗位职责：
1、负责应用软件的开发和维护工作； 
2、完成软件模块设计、编码和测试工作； 
3、撰写相关的开发文档；
任职要求：
1、3-5年C++开发经验，计算机、通信、软件工程等相关专业，本科及以上学历；
2、热爱软件开发工作，熟悉软件设计的理论、实践和工具；
3、熟练掌握C++开发语言，熟悉linux操作系统原理和应用；
4、掌握多线程、套接字等编程技巧；
5、有做过音视频、媒体开发的优先。
                            "
C/C++系统应用工程师,置辰海信,深圳,8-15K,1年以内,本科,"技能：
1.  编程基础知识扎实，学习能力强，逻辑思维能力优秀；
2.  熟悉使用 C/C++ ，1年以上开发经验；
3.  熟悉面向对象程序设计思想，1年以上设计经验；
4.  熟悉软件需求规格说明书和软件架构设计说明书的编写；
5.  熟悉 QT + QtCeator 开发环境者优先；
6.  熟悉绘图、界面、多媒体、多线程、设备数据通讯、数据库业务逻辑、网络相关技术者优先；
8.  能够熟练使用Java、JS或者Python进行开发的优先；
9. 1年以上地图相关产品开发经验;
10. 熟练使用OpenGL.
11. 需有onvif产品开发经验.
经历：
1. 有相关 Windows/Linux 应用软件实际项目开发经验；
2. 熟悉使用 C/C++ ，1年以上开发经验；
素质要求:
1.  热爱编程工作，对工作富有激情，做事认真仔细、积极主动，有责任心；
2.  良好规范文档与编程习惯；
3.  具备良好的沟通技能及团队合作精神，具有一定的抗压能力，能吃苦耐劳；
4.  有良好的英文阅读能力
5.  具有优秀的执行力；
岗位职责：
1.根据软件架构说明书、需求规格说明书完成软件详细设计文档
2.协助架构师、项目经理完成软件架构说明书、软件需求规格说明书
3.根据软件详细设计文档完成软件各个模块的流程图和代码
4.指导初、中级程序员按照详细设计说明书开发代码，并监督其代码质量，确保代码详细设计说明书一致
5.负责公司地图框架的开发工作
6.领导交办的其他事务
公司福利：六险一金，餐补、交通补贴、通讯补贴、员工生日聚会、系统的海事知识培训、股票期权、分红、丰富的团队活动。周末双休，国家法定节假日，期待您加入我们的大家庭！相信我们，只要您有足够的能力，我们就能给您提供足够的平台去施展抱负。
                            "
c++开发工程师,爱加密,深圳,15-30K,3-5年,大专,"岗位职责
1、负责公司安全加固软件类产品的开发以及维护
2、参与公司安全加固软件的重构任务
3、编写参与项目的技术手册文档以及其他一些部门领导交代的任务
岗位要求
1、熟练掌握C、C++语言，了解java语言
2、熟练掌握Linux平台或者Win32平台的程序开发，熟练掌握多线程、跨平台开发等技术。
3、熟悉QT等开发IDE的使用
4、熟悉Android平台APK程序基本结构、逆向技术的优先
5、有强烈的团队意识、责任心。
                            "
C++开发工程师,衡泰软件,深圳,12-18K,3-5年,本科,"岗位职责：
1. 完成模块的概要和详细设计；
2. 完成模块的编码；
3. 完成模块的单元测试；
4. 学习掌握工作相关的金融定量分析方法；
5. 在团队合作中和其他成员建立互助的关系；
6. 分担数据库设计维护工作；
7. 分担部门内配置管理工作；
8. 分担项目实施和维护过程中的支持工作。
任职要求：
1. 2年或以上C++开发经验；
2. 熟悉各种设计模式，开发过大型软件；
3. 熟悉boost、stl、matlab；
4. 熟悉oracle数据库；
5. 有良好的高等数学、概率论、线性代数功底；
6. 为人严谨、良好的沟通能力、高度的敬业精神；
7. 有良好的规范的编程习惯；
8. 具备C#开发经验者优先；
9. 具有金融软件开发经验者优先。
                            "
C++开发工程师,蓝胖子机器人,深圳,15-25K·13薪,3-5年,本科,"工作简介
1、开发并维护各组件之间的内部通信
2、编写功能需求及技术参数文档
3、保持对前沿技术的敏锐性
职位要求
1、良好掌握C++14的知识
2、良好掌握算法和数据结构的知识
3、熟悉Socket Programming
4、具备在GNU/Linux环境下开发的能力
5、良好的英语读写能力
加分项
1、具备函数式编程语言的知识及经验
2、能够进行异步非阻塞Socket Programming
                            "
C++高级软件工程师,朗仁科技,深圳,13-23K,3-5年,本科,"1、计算机、软件开发相关专业大专以上学历；可阅读基本的英文材料；
2、精通C/C++，熟悉VC,VS编程环境；
3、2年以上软件开发经验；
4、对汽车诊断协议或其它通讯协议有一定了解者优先；
5、具有较强的逻辑思维能力，能独力解决工作中的问题和难点；
6、能熟练使用IDA，OD等反编译工具优先；
员工福利：1、丰厚年终奖+项目奖+月度激励奖+股权；2、入职即购买五险一金；3、每月提供50/人经费，可用于部门内团建活动；4、每周公司组织体育类活动（篮球、乒乓球、羽毛球）；当天提供下午茶（水果或糕点类）；5、员工生日活动、传统佳节贺礼（妇女节/端午节/中秋节）。
                            "
C++软件工程师,安健科技/DR医疗,深圳,15-25K,3-5年,本科,"岗位职责：
1、负责核心技术研究及关键技术的开发工作；
2、负责组织和带领公司内部员工研究与项目相关的新技术，负责新人培养；
3、负责软件开发流程的优化、编码规范及文档规范的制定等；
4、负责领导安排的其他任务；
任职要求：
1、本科或硕士以上学历，计算机及相关专业；
2、本科需三年以上  或 硕士需一年以上软件项目开发工作经验，有独立项目设计经验者优先。
2、精通C/C++、MFC、多线程、Socket、数据结构、STL以及SQL等Windows相关领域的各种编程技术，熟悉操作系统原理；
3、对设计模式有较好的理解，熟悉UML和XML，能熟练使用RationalRose、PowerDesigner等工具进行面向对象的程序设计。
4、热爱医疗软件开发工作，快速的学习能力，良好的分析解决问题能力者优先。
5、参与过中型应用软件系统产品开发的总体规划、方案设计及实施的成功案例。
6、良好的编码习惯及开发文档撰写能力。
7、思维活跃，热爱学习，能快速掌握新技术和新方法，善于团队合作。
                            "
C++,大川网络,深圳,10-20K,1-3年,大专,"岗位职责：
1，负责/参与公司现有游戏服务器的模块化，优化
2，负责/参与公司新游戏服务器平台的架构、设计、实现
3，其他功能模块研发
职位描述:
1、一年以上Windows C++开发经验，熟悉STL、GDI+、多线程、进程通讯、socket程序设计，熟练使用VC++调试工具，了解常用的调试技巧； 
2、善于交流沟通，有团队精神，做事认真负责；
3、有棋牌开发经验优先。
                            "
C++,寻影,深圳,12-23K,1-3年,本科,"岗位职责：
1、根据产品部门提供的流程图，组合产品已有的基础功能，实现产品的业务逻辑
2、与其他部门沟通配合，了解产品中较为稳定的模块和变化较快的模块，在此基础上开发具有较高灵活性和扩展性的程序
3、和软件测试工程师配合，调试整个产品的业务逻辑
任职资格：
1、本科本科或研究生学历，自动化、计算机相关专业
2、Linux操作系统，精通C/C++编程，具有一定面向对象编程经验
3、熟悉若干重要的设计模式
4、具有抽象思维的能力，简化复杂问题的能力
                            "
C++主程,灵游互娱,深圳,20-30K·13薪,5-10年,本科,"岗位职责：
1、负责服务器端系统架构设计、模块划分、把控服务器代码品质；
2、负责实现服务器端关键框架代码，并完成相应的文档；
3、同策划及客户端人员进行有效沟通,分析、解决各种服务器的问题；
任职要求：
1、3年以上网络和多线程编程开发经验，2年以上服务器主程工作经验；
2、具备扎实的c/c++语言基础和算法分析能力，熟悉sql server/Mysql等一种以上数据库；
3、熟悉游戏服务器端的负载优化，游戏AI，脚本系统设计等；
4、熟悉TCP/IP通信机制，对Socket通信和HTTP通信有较深刻的理解和经验。
                            "
c++软件工程师应届生,华曦达科技,深圳,6-8K,应届生,本科,"要求：2019届毕业生，有底层开发知识基础，了解硬件。
素质要求：1.团队合作能力好；
              2.踏实上进，良好的学习能力；
            3.热爱技术开发，把技术研发作为自己的职业发展道路。
技能要求：1.C/C++语言基础，熟悉面向对象的程序设计；
              2.专业素质和能力要强；
              3.英语CET-4以上；
              4.计算机、电子信息相关专业。
                            "
C/C++软件工程师,羚羊极速,深圳,8-13K,1-3年,本科,"1. 善于沟通，具备较强的团队协作意识和能力；
2. 熟悉C/C++语言，掌握扎实的基础知识；
3. 熟悉linux系统，有linux下编程经验；
4. 熟悉软件项目开发，有嵌入式软件开发经验；
5. 了解TCP/IP，HTTP等常用网络协议；
6. 了解常用的网络传输音视频编码格式，有音视频类产品研发经验者优先；
7. 软件工程或计算机专业优先。
                            "
C/C++高级开发工程师,汇新云,深圳,15-30K,5-10年,本科,"职位描述：
1.精通TCP/IP/Rpc/Udp协议原理及应用。
2.熟练掌握C、C++语言，熟悉Socket编程，熟悉Linux epoll编程。
3.熟悉windows/linux常用网络通信模型，p2p网络通信及QT开发。
4.有金融交易软件的功能设计、开发和实现及0技术攻关的经验。
5.熟悉MFC桌面软件开发，对UI和多线程有深刻的了解。
6.熟悉多种动态脚本语言及交互。
7.良好的编程思维和开发习惯，较好的文档编写能力，能独立承担开发任务。
8.沟通能力强、工作认真负责、能够承受工作压力、具有团队合作精神。
9.有过高并发，大数据，云计算、对linux或者区块链领域经验的优先考虑。
                            "
C++,雅柏宝,深圳,10-20K,3-5年,本科,"职位描述：
你将加入我们的软件开发团队，专注于全球交易所的市场链接开发及我們的低延迟服务器端自动化算法交易系统。
任职要求：
计算机科学及相关专业本科及以上学历 
最少3年软件开发工作经验 
精通以下计算机语言： C++
具有模块库的经验，如BOOST 
具有Raw Network Socket及POSIX Multi-threaded programming的经验 
其他工具，如JIRA和GIT 
必须具有在分布式（远程）团队中工作的心态和能力 
能够在急速节奏和高度协作的环境中工作 
英语听说流利 
具有kernel hacking, performance tuning, kernel network bypass technologies 经验者优先
具有电信公司经验的求职者将获得优先考虑
具有以下交易所网络协议的知识：HKEx，SGX，TAIFEX，SHFE / CTP及其他亚太区的交易所占优
提供极具竞争力的薪水和福利
                            "
高级C++软件工程师,御途网,深圳,12-24K,3-5年,本科,"任职要求：
1. 理工科专业，本科或以上学历；
2. 熟悉C++编程，有3年以上的相关编程经历；
3. 有大型软件项目开发经验优先；
4. 有分布式系统开发相关经验优先；
5. 有开源社区开发经验优先；
6. 项目初始阶段能适应高强度工作，并获得高薪收入；
7. 具备良好的逻辑思维、沟通、团队协作能力，有较强的责任心。
员工福利：
1. 享受国家社保及国家法定节日假期；
2. 享受员工带薪年假福利；
3. 提供国际领先水平在职培训及指导（带薪）；
4. 提供住宿、三餐、办公室咖啡茶点、夜宵等生活福利。
工作地点：深圳市坪山区深圳生物医药创新产业园
                            "
后端开发工程师（C++）,speakin,深圳,20-40K,3-5年,本科,"岗位职责：
1、负责后端程序的架构设计,开发和优化；
2、负责后端新需求的系统设计和实现。
任职资格：
1、本科及以上学历，有3年以上的互联网后端开发经验；
2、精通C/C++，能够熟练使用业务语言快速实现需求；
3、精通多线程编程，tcp/ip网络编程；
4、熟悉微服务架构设计，docker，有相关使用和开发部署经验;
5、熟悉rabbitmq，kafka，nsq等消息队列中一种以上，有熟练开发经验;
6、有golang，python，java等开发经验者优先;
7、有海量数据处理和优化经验优先;
8、良好的文档编写能力和故障排查能力，工作细心，较强的责任感和抗压能力。
                            "
C/C++开发岗,天下支付,深圳,13-20K,3-5年,本科,"岗位职责：
1.负责公司支付系统后台的开发、维护、调优；
2.根据产品和项目需求，分析、设计与实现系统架构方案，进行开发工作；
3.参与核心技术问题的攻关，系统优化，解决项目开发过程中的技术难题。
任职要求：
1.计算机相关专业，本科及以上学历，具备3年以上开发经验；
2.精通Linux下C/C++开发、网络编程；
3.熟悉mysql数据库及相关编程；
4.具有良好的编程基础，熟悉数据结构、设计模式、常用算法和面向对象编程思想；
5.熟悉Python/Shell脚本；
6.有团队合作精神，沟通能力强；
7.善于学习，具有分析、解决实际问题的能力。
                            "
游戏C++服务器工程师,易帆互动,深圳,15-30K,3-5年,本科,"1.负责服务器的核心功能开发、优化、和架构设计；
2.解决项目中的疑难杂症，并写出高质量的代码；
3.负责游戏服务端性能优化，保证网络体验流畅；
4.给予团队中的新人技术指导。
人选要求：
1.大学本科及以上学历；
2.3年以上网络游戏核心开发经验，至少一款完整游戏项目开发经验，有移动游戏项目开发经验优先；
3.精通c/c++，熟悉常用数据结构和算法，熟悉TCP/IP协议及socket编程，熟悉大规模高性能服务器开发；
4.精通linux和网络编程；
5.掌握优秀的软件架构思想，能独立设计和开发复杂业务系统，主动学习并且积极创新；
6.擅长解决问题，思路敏捷，乐于创新思考与创新性尝试。
                            "
C++高级软件工程师,显扬科技,深圳,15-30K,3-5年,本科,"岗位职责：
1.根据需求项目进行C++软件开发开发工作，包括各类应用；
2.编写设计文档和代码，维护现有的产品代码；
任职要求：
1.本科或以上学历，两年或以上工作经验；
2.精通Windows下的C++开发，能够熟练使用Visual Studio开发调试程序；熟练掌握多进程、多线程、动态库等常用技术；熟悉常用数据结构和算法；
3.熟悉面向对象程序设计，了解常用的设计模式，有良好的编码风格，熟练掌握C/C++语言，熟悉QT；
4.熟悉linux，图像编程，三维重构，GPU图形加速等优先；
5.有良好的沟通能力，责任心。
                            "
Linux C++工程师,辉煌明天,深圳,14-28K·13薪,1-3年,本科,"年终奖金
                            "
C++开发,大梦龙途文化传播,深圳,10-20K,1-3年,本科,"岗位职责：
1、负责各种类型手游服务器端的架构工作；
2、负责手机游戏的服务器端功能开发运营工作；
3、负责服务器端性能优化工作。
任职要求：
1、本科及以上学历，计算机相关专业；
2、1年及以上开发工作经验；（本科应届可考虑）
3、熟悉Unix/Linux操作系统下的C/C++开发，熟悉C++和面向对象技术，熟悉数据库开发；
4、熟悉TCP/IP协议相关知识，精通网络编程；
5、全面的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统）；
6、高度的责任心、良好的沟通技巧和团队合作精神，正直进取，有上进心，热爱游戏。
                            "
C++软件工程师,帝迈生物,深圳,14-20K,3-5年,本科,"一、岗位职责
1、参与软件总体系统方案讨论，制定；
2、负责具体软件功能模块的设计，输出设计文档；
3、负责具体软件功能模块的编码工作，实现完整的功能需求；
4、提出改进型建议，共同完成软件基础平台建设；
二、任职资格：
1、精通C++程序设计语言，具有基本的面向对象设计意识，了解C++设计模式及c#的运用；
2、具备基本的UI编程能力，有QT开发经验者优先；
3、思维敏捷，有良好的沟通协调能力，富有团队精神；
4、具备较强的逻辑思维能力，勤于思考。
三、薪资福利：
别人有的，我们必须有；别人没有的，我们也有！！！
1、薪资：具有竞争力的薪资+年终奖金
2、期权：核心骨干可分享公司期权，等待够能力够格的你来拿！
3、保障：六险一金+免费体检，险种多样，为你的健康保障！
4、福利：酷到没sei的福利，一言难尽，请听我分条罗列：
a. 弹性福利平台，想要什么花样福利，由你来DIY！
b. n次旅游+团建活动，没事吃喝玩玩，和小伙伴儿联络联络感情！
c. 足球+篮球+羽毛球+瑜伽活动，每周定期举办欢迎积极参加！
d. 舒适健身房，健身器材一应俱全，只缺一个来健身的你！
e. 双休+法定节假+年假，这是必须要有的！
f. 午餐补贴+精美下午茶……
                            "
C++开发工程师,媒讯,深圳,12-20K,3-5年,本科,"岗位职责：
1、参与公司后台研发工作，承担系统核心功能的研发攻关，系统优化；
2、协助解决项目开发过程中的技术难题；
3、支撑业务的持续增长，提升海量用户的访问体验；
4、领导安排的其他相关技术工作。
任职资质：
1、计算机相关专业毕业，本科及以上学历；
2、精通C++，熟悉Java、python等语言其中一种；
3、熟练掌握Linux系统下多线程、内存池、网络等方面技术，了解Linux内核实现；
4、熟知UDP/TCP/DNS/CDN原理；
5、熟悉数据库相关理论和应用，有mysql/redis等数据库相关开发经验优先；
6、熟悉广电领域产品技术现状和发展方向，有广电、电信、互联网OTT、视频播控等相关行业研发工作经验，有大型系统平台架构设计开发经验、OTT领域研发技术负责人经验优先；
                            "
