name,company,city,salary,exp,edu,details
C++高级工程师,华锐,深圳,18-30K,3-5年,本科,"岗位职责：
1、	从事金融类基础架构软件的设计和研发；
2、承担分布式系统消息中间件子模块的设计、编码和测试； 
3、参与版本发布、技术支持，问题定位，缺陷修复，测试调优；
4、从事金融类业务逻辑软件的设计和研发；
5、负责模块或子系统的设计、编码、联调测试、调优。
任职要求：
1、有3年以上C++开发经验；
2、能够熟练使用STL和Boost库，有丰富的多线程编程经验；
3、熟悉Linux系统，熟悉高性能网络编程，熟悉TCP/IP协议栈；
4、熟悉分布式系统，熟悉ZeroMQ、Kafka或ActiveMQ等消息中间件；
5、有高可用、高并发、低时延等分布式系统场景设计和研发经验者优先考虑；
6、条理清晰，沟通表达能力良好，对技术有好奇心，善于研究学习；
7、 有证券交易系统开发经验，熟悉证券交易业务流程或交易所接口者优先考虑。
                            "
C++,创联互动,深圳,11-20K,3-5年,大专,"职位描述：
1. 负责公司现有游戏产品的维护与开发；
2. 完成所负责项目的部署与对接工作；
3. 进行游戏的升级、维护、bug 修正等日常维护工作；
4. 快速开发新的游戏
招聘要求：
1. 大专及以上学历，计算机或相关专业优先考虑；
2. 3年以上开发经验，至少2年以上游戏开发经验；
3. 熟悉 Visual Studio 开发，C/C++基础扎实；
4. 熟悉 TCP/IP、Socket、多线程编程等方面的编程，在网络通信方面或者数据库方面有实际开发经验；
5. 熟悉 SQLSERVER 数据库应用，熟悉 ADO 编程，熟悉 SQLSERVER 存储过程编写；
6. 热爱游戏和编程，能够承受一定的开发压力；
7. 具有上线产品或参与棋牌游戏框架设计、棋牌游戏开发经验者优先考虑；
                            "
C++软件开发工程师,Hymson,深圳,12-20K,3-5年,本科,"岗位职责：
1、负责自动化设备软件的需求分析，软件设计，编码，代码检视，测试（调试）和维护等工作。
2、负责设备相关的视觉、机器人和其他外设的调试工作。
3、负责设备软件的编译和版本发布
4、出差客户现场，完成客户需求，设备问题解决等工作。
任职资格：
1、具备良好的沟通能力及团队合作精神，认真细致，高度的工作责任心；
2、良好的逻辑能力，周密的思维能力，严谨的工作态度，极强问题解决能力；
3、精通C++开发语言，精通MFC,精通VS（visual studio）编译环境；
4、熟知自动化设备电气基础，包括电机、气缸、传感器和常用的其他外设；
5、熟知软件开发流程，具备规范的工作经验。
                            "
c++开发工程师,蓝网科技,深圳,10-20K,3-5年,本科,"1.全日制本科及以上学历，软件工程、医疗信息化、计算机相关专业；
2.2年以上工作经验；熟练应用 C++ ，熟悉 STL 应用；有两年以上Windows工程项目开发的经验,
具有SQL Server和Oracle的基本调优能力，具有网络工程的基本知识；
3.有以下相关经验者优先考虑：①、医疗 IT 产品相关的开发经验；②、有过视频、网络协议相关工作经历；③、熟悉或掌握 DICOM 、 HL7 等医疗产品相关标准；④、有Delphi、Java 开发经验或掌握Delphi、Java开发技术；
4.能适应短期出差
                            "
C++工程师,谷米科技,深圳,15-30K,经验不限,本科,"云平台的后台开发，重点院校计算机专业，应届生和技术大牛都需要！
                            "
高级C++工程师,vivo,深圳,30-50K,5-10年,本科,"工作职责:
1、设计、开发、维护公司数据库存储中间件产品，包括MySQL、Redis、ES、MongoDB等
2、推动存储产品架构优化，解决数据库产品跨机房高可用问题
3、跟踪行业内数据库中间件发展动态，使公司中间件保持行业领先水平
&nbsp;
任职要求：
1、精通C/C++语言中的一种，基础扎实
2、对各种常用数据结构及算法有深入的理解
3、有高并发编程、网络编程、服务器编程经验
4、有Linux系统上对程序进行性能分析与调优经验，较强的问题分析定位能力
5、积极乐观，责任心强，工作认真细致，具备良好的服务意识，具有良好的团队沟通与协作能力
具备以下条件之一者优先： 
1、熟悉分布式协议和数据存储引擎原理优先
2、熟悉数据存储产品MySQL、Redis、ES、MongoDB等优先
3、有互联网企业从业经验，有数据库中间件开发经验者优先
                            "
C++,同心科技,深圳,8-16K,1-3年,本科,"1、本科及其以上学历，数学、计算机、软件、电子、通讯等专业；
2、1-2年以上工作经验
3、熟练掌握VC++6.0开发环境和VS2010开发环境，精通MFC；
4、能够阅读英文资料文档；
5、熟悉常见的数字图像处理算法，有图像处理的实际项目经验优先；
6、熟悉数值分析方法，有多项式拟合、最小二乘法等实际应用经验优先；
7、熟悉摄像机畸变矫正算法，有摄像机三维矫正经验优先；
8、具备良好的沟通能力，带过研发小组或团队者尤佳
                            "
C++高级研发工程师,中联创新,深圳,20-30K,3-5年,本科,"岗位职责：
1.参与开发大型物联网项目的核心服务器、动环监控服务器系统；
2.迭代改进高性能、高并发服务器架构，使其不断进化。
任职要求：
1.大学本科及以上学历，计算机、电子、通讯等理工科专业，2年以上工作经验；
2.熟悉Linux/Window 平台下的开发工作；
3.熟练掌握C++，熟悉python、nodejs者更佳；
4.熟悉TCP/IP协议相关知识，精通网络编程；
5.熟练掌握常用数据结构、算法、设计模式；
6.具有良好的团队合作精神，积极主动，能承受高强度工作压力。
月薪范围：可根据个人能力定薪，不设限。
                            "
C++,腾讯,深圳,20-40K,5-10年,本科,"网络编程，海量数据处理和存储开发
                            "
C++后端工程师,海诚投资,深圳,11-20K·14薪,1-3年,本科,"后端工程师
招聘要求
1. 计算机或相关专业本科或以上毕业
2. 2年以上工作经验
3. 具有独立解决复杂编程问题能力
4. 熟练使用C++/Go等编程语言
5. 熟悉大型分布式系统设计模式
6. 具有分布式系统后端发设计经验
7. 具有区块链相关知识/开发经验优先
                            "
C++,致力达成科技有限公司,深圳,13-21K,3-5年,本科,"岗位要求：
&nbsp;
1、计算机及相关专业本科以上学历，三年以上大数据相关工作经验；&nbsp;
2、熟悉Hadoop/spark等开源系统, 有相关系统设计经验；熟悉scala或java语言编程；&nbsp;
3、擅长基于ES、Spark/Spark streaming/impala/hive环境的大数据分析处理；&nbsp;
4、良好的团队合作能力，勤奋好学。&nbsp;
5、有数据仓库建设经验优先考虑。&nbsp;
6、熟悉ETL应用优先。
&nbsp;
岗位职责：
&nbsp;
1、负责海量分析挖掘产品功能系统设计；&nbsp;
2、负责根据业务场景，产品需求抽取、分析处理。&nbsp;
3、负责撰写相关文档；
                            "
C++服务器开发,中联畅想,深圳,15-25K,3-5年,本科,"岗位职责：
负责游戏的服务器端开发
任职要求：
1、C++开发经验3年以上；
2、精通C/C++服务器开发技术，熟悉面向对象开发；
3、熟悉TCP/IP、跨平台的Socket编程，熟悉SQL或者mysql；
4、熟悉Linux系统程序开发，拥有高并发，多线程网络通讯软件开发经验；
5、熟悉各种服务器的负载平衡以及服务器安全防护优先；
6、高度的责任心、良好的额沟通和合作精神，积极进取。
                            "
C++高级工程师,新名泽,深圳,16-30K,5-10年,本科,"工作职责：
－负责牧牛链区块链后台系统的核心模块的开发；
－撰写需求文档，设计文档，并提供相应实现方案的实现支持；
－参与关键技术攻关，提供解决方案。
任职要求：
－硕士毕业后两年以上，本科要求毕业四年以上；
－精通C/C++，熟悉Linux环境下的编程，计算机基础知识扎实；
－熟悉HTTP协议，有移动互联网领域开发经验优先；
－熟悉Linux网络编程、多线程编程技术；
－熟悉MySQL数据库应用开发
－具有较大型软件构架设计和实现经验；
－熟悉开源软件，热爱技术研究；
－理解能力强，有优秀的英语能力，知识面广、学习能力强、专注诚实。
                            "
嵌入式工程师（C++要求）网关,绿米,深圳,14-21K·15薪,3-5年,本科,"3个月年终奖
                            "
c++软件工程师,朗仁科技,深圳,15-25K,3-5年,大专,"岗位职责：
1.汽车诊断软件的迭代开发 
2.负责指导初级开发人员实现模块功能，进行代码审核，提出改善建议，确保代码按设计完成
任职要求：
1、计算机相关专业本科以上学历，英语四级以上 
2、能熟练使用VC、VS、Keil等编译工具 , 进行C/C++/MFC 等软件开发  
3、有良好的数据结构、算法基础，熟悉软件的设计、开发和测试 
4、对汇编语言、数据库有一定的了解 
5、会使用IDA等反编译工具 
6、对逻辑分析仪、示波器的使用有一定的了解
7、拥有汽车诊断软件开发经验优先
                            "
C++/Go服务器开发,迅雷网络,深圳,15-30K,3-5年,本科,"岗位职责：
1. 支持海外项目业务需求的后端服务，承担核心功能代码编写，开发与维护系统公用核心模块；
2. 系统性能优化，持续提升系统性能，保证系统的安全、稳定、快速运行。
 任职要求：1. 3年以上服务器后台开发经验（或名牌大学计算机相关专业毕业，1年以上服务器后台开发经验）；
2. 精通Go/Python/C++语言编程,有分布式高可用、高性能后台服务的开发、维护经验；
3. 熟悉业务应用类、内容分发类、社交关系类等常见各种类型的后端服务最佳实现，对于大规模分布式系统的数据一致性敏感；
4. 熟悉MySQL、redis、PostgreSQL、MQ等后端组件，精通SQL调优；
5. 有CI/CD经验，了解主流的监控、配置管理、分布式跟踪、异常收集等后端服务工具，对于使用的第三方组件，了解原理和机制；
6. 强烈的责任心，有自己的软件工程方法论，追求编写优雅的代码，有良好的编码习惯和单元测试习惯，自我驱动力强，善于与合作者建立信任关系。
                            "
